composition_id,title,composer,year,public_domain_status,source,verified_at
86264292-7507-5a12-97ba-2eb478f66233,Creator Track 35,Artist 25,,no,Creator Music,2026-08-26T07:44:26.374276
c6eef9a4-3141-5c2b-8a10-0c6501cbfddf,Creator Track 36,Artist 28,,no,Creator Music,2026-08-26T07:44:26.374419
c4b083fb-ed41-5cdf-8a68-bf11091e9f1e,Creator Track 37,Artist 25,,no,Creator Music,2026-08-26T07:44:26.374557
75d47504-cb23-52a8-b9fb-708e14bca964,Creator Track 38,Artist 15,,no,Creator Music,2026-08-26T07:44:26.374714
da2fee8f-be97-5b36-b5df-da7b9425ba2f,Creator Track 39,Artist 8,,no,Creator Music,2026-08-26T07:44:26.374858
1ac37b15-aa9a-5e89-afeb-37e03d754198,Creator Track 40,Artist 1,,no,Creator Music,2026-08-26T07:44:26.374984
cf122312-100c-535d-bfeb-aee877d29ede,Creator Track 41,Artist 8,,no,Creator Music,2026-08-26T07:44:26.375104
919e1e56-bc9d-5b9e-9cbd-cba61e4d5d81,Creator Track 42,Artist 9,,no,Creator Music,2026-08-26T07:44:26.375303
c496157e-30e9-59bb-8610-58152a1975f0,Creator Track 43,Artist 5,,no,Creator Music,2026-08-26T07:44:26.375426
c91cd525-2de0-5538-806b-9a09c636381d,Creator Track 44,Artist 26,,no,Creator Music,2026-08-26T07:44:26.375551
82ee1698-466b-520d-9cbb-ae65240eb99d,Creator Track 45,Artist 22,,no,Creator Music,2026-08-26T07:44:26.375700
51f98f51-2729-54c0-8eb7-3428e3c6d509,Creator Track 46,Artist 22,,no,Creator Music,2026-08-26T07:44:26.375832
42307d3e-38cd-5f0c-b340-78be19be3b00,Creator Track 47,Artist 2,,no,Creator Music,2026-08-26T07:44:26.375959
29703ef6-5658-55fe-a65a-a63899458b56,Creator Track 48,Artist 18,,no,Creator Music,2026-08-26T07:44:26.376096
890da7a1-345d-50f1-9070-709d22db3fdf,Creator Track 49,Artist 9,,no,Creator Music,2026-08-26T07:44:26.376272
e039fb9c-a26d-50a4-b72c-e60b4bc36031,Creator Track 50,Artist 2,,no,Creator Music,2026-08-26T07:44:26.376408
bf7b191f-45fa-575f-a155-3e8a5a97937d,Creator Track 51,Artist 3,,no,Creator Music,2026-08-26T07:44:26.376542
b9994564-9b3b-5fd3-9e05-457a77551061,Creator Track 52,Artist 16,,no,Creator Music,2026-08-26T07:44:26.376685
c7a96256-9d73-5d61-b1b4-9f45103af633,Creator Track 53,Artist 6,,no,Creator Music,2026-08-26T07:44:26.376809
f0a2ef96-4b87-55df-b0a5-0dbcc1e04e1d,Creator Track 54,Artist 23,,no,Creator Music,2026-08-26T07:44:26.376939
ea62b871-3634-55d0-82fc-fbd8bcc1de07,Creator Track 55,Artist 22,,no,Creator Music,2026-08-26T07:44:26.377075
0b386dcf-a70b-5027-9108-b82ec6931a13,Creator Track 56,Artist 19,,no,Creator Music,2026-08-26T07:44:26.377226
e53ffdcc-6daa-5152-b5f7-4d13c94ca1e7,Creator Track 57,Artist 2,,no,Creator Music,2026-08-26T07:44:26.377361
ca213787-9f22-598d-9e09-0f6262ed4883,Creator Track 58,Artist 3,,no,Creator Music,2026-08-26T07:44:26.377504
26e2f9c9-8dee-5006-bea4-bd9cecc63320,Creator Track 59,Artist 3,,no,Creator Music,2026-08-26T07:44:26.377648
59d83be8-8fe5-51bd-982b-753139745687,Creator Track 60,Artist 19,,no,Creator Music,2026-08-26T07:44:26.377784
4fdefe45-62ea-5339-8b80-325e76983bd8,Creator Track 61,Artist 14,,no,Creator Music,2026-08-26T07:44:26.377920
dd71ca99-1330-56a0-a14b-29135010ee57,Creator Track 62,Artist 22,,no,Creator Music,2026-08-26T07:44:26.378049
ae57c92f-4890-5982-b5c6-a9843e7b2e54,Creator Track 63,Artist 13,,no,Creator Music,2026-08-26T07:44:26.378213
3bd06e89-9046-5734-b4e5-31b8871a1729,Creator Track 64,Artist 1,,no,Creator Music,2026-08-26T07:44:26.378353
04ed5217-c430-5df5-8d17-34647d011c9a,Creator Track 65,Artist 3,,no,Creator Music,2026-08-26T07:44:26.378484
c49b8530-58aa-5936-a96c-ce8f03bd5ba5,Creator Track 66,Artist 29,,no,Creator Music,2026-08-26T07:44:26.378631
37e41064-2c49-5ee1-a086-ae1757a1bd0f,Creator Track 67,Artist 15,,no,Creator Music,2026-08-26T07:44:26.378767
b247c34a-ce97-5133-b9af-d878c28f8876,Creator Track 68,Artist 10,,no,Creator Music,2026-08-26T07:44:26.378909
6236cbb0-26de-5b35-a57c-4bf926c117e1,Creator Track 69,Artist 9,,no,Creator Music,2026-08-26T07:44:26.379040
fabdfb0a-d7d3-53e7-98e6-5ae05de67d46,Creator Track 70,Artist 20,,no,Creator Music,2026-08-26T07:44:26.379186
d28e5c8e-ba57-52bb-b6a3-ada489ae5979,Creator Track 71,Artist 22,,no,Creator Music,2026-08-26T07:44:26.379309
8bae11dc-78c4-5490-ad28-8aa5f74d5c33,Creator Track 72,Artist 3,,no,Creator Music,2026-08-26T07:44:26.379420
6ff8c07a-3fc7-5b02-ac9b-377e1cb26918,Creator Track 73,Artist 2,,no,Creator Music,2026-08-26T07:44:26.379534
6c33c90f-a350-5ada-8ee6-0798c9d68a44,Creator Track 74,Artist 18,,no,Creator Music,2026-08-26T07:44:26.379742
ca16e79f-7943-5135-8ee7-07d4ec450696,Creator Track 75,Artist 4,,no,Creator Music,2026-08-26T07:44:26.379883
4e434941-d90b-5d9c-bace-396a7c645e1f,Creator Track 76,Artist 18,,no,Creator Music,2026-08-26T07:44:26.380018
8977ec32-727a-5bc3-869e-ad4efac11254,Creator Track 77,Artist 10,,no,Creator Music,2026-08-26T07:44:26.380152
972c8b0c-5eff-5a00-9e3a-c31089e0778f,Creator Track 78,Artist 22,,no,Creator Music,2026-08-26T07:44:26.380320
7f863b5a-c626-5a03-9a8c-15f77820c800,Creator Track 79,Artist 29,,no,Creator Music,2026-08-26T07:44:26.380456
cf9c9d7e-8d68-59b4-857c-75ea1de6f7fc,Creator Track 80,Artist 29,,no,Creator Music,2026-08-26T07:44:26.380589
73a4a7f2-5ce2-5670-9800-a2d2da1f5cfa,Creator Track 81,Artist 26,,no,Creator Music,2026-08-26T07:44:26.380745
65306422-ada7-5066-9248-f321c2295575,Creator Track 82,Artist 13,,no,Creator Music,2026-08-26T07:44:26.380902
6a57459a-f0dd-5ba1-bac1-88ea709814ac,Creator Track 83,Artist 8,,no,Creator Music,2026-08-26T07:44:26.381030
727fb8be-77cb-5808-a36f-5cb13e3aac4e,Creator Track 84,Artist 1,,no,Creator Music,2026-08-26T07:44:26.381174
784da1c5-695d-5158-a618-36dd95ffa3d7,Creator Track 85,Artist 9,,no,Creator Music,2026-08-26T07:44:26.381310
01a9e73d-ef9b-5068-9c74-02f83c467608,Creator Track 86,Artist 13,,no,Creator Music,2026-08-26T07:44:26.381428
1c42b653-c2d4-5b89-9f33-ba726ac44576,Creator Track 87,Artist 11,,no,Creator Music,2026-08-26T07:44:26.381553
83be819f-90fc-556c-aa7a-66747b80ee81,Creator Track 88,Artist 2,,no,Creator Music,2026-08-26T07:44:26.381697
14ea4c7f-c2d0-5f93-b572-35187ab95be2,Creator Track 89,Artist 24,,no,Creator Music,2026-08-26T07:44:26.381843
465a5a82-f38a-55d3-9626-9b0c50cf8a04,Creator Track 90,Artist 7,,no,Creator Music,2026-08-26T07:44:26.381980
5011d97b-62b7-54b1-bbc7-ac08b55455f7,Creator Track 91,Artist 1,,no,Creator Music,2026-08-26T07:44:26.382256
875bdc81-b013-5454-8817-b36e600977d2,Creator Track 92,Artist 3,,no,Creator Music,2026-08-26T07:44:26.382947
35b21089-9c30-523c-879f-9fc966615a41,Creator Track 93,Artist 11,,no,Creator Music,2026-08-26T07:44:26.383297
e2204197-05f9-518e-9a67-19e3a436729f,Creator Track 94,Artist 11,,no,Creator Music,2026-08-26T07:44:26.383549
ba7e0080-3c67-5b45-a13e-9363eef504d6,Creator Track 95,Artist 5,,no,Creator Music,2026-08-26T07:44:26.383745
e8b7c077-3f57-54bc-a94d-d948e5804dea,Creator Track 96,Artist 10,,no,Creator Music,2026-08-26T07:44:26.383931
978aad19-b7aa-5a2d-9dca-441eb8e6f3ce,Creator Track 97,Artist 10,,no,Creator Music,2026-08-26T07:44:26.384073
b4f84b35-6376-565c-9e60-cad02a982eb9,Creator Track 98,Artist 15,,no,Creator Music,2026-08-26T07:44:26.384359
dc3c90f2-d0fd-5264-8012-30fc0f70a54d,Creator Track 99,Artist 26,,no,Creator Music,2026-08-26T07:44:26.384523
1d71cf22-7843-5f04-9cc2-60bfe27164d6,Creator Track 100,Artist 22,,no,Creator Music,2026-08-26T07:44:26.384667
5a679102-4500-4722-9de7-eb35c06f2183,YouTube Library Track 3,YouTube Creator Artist 4,2024,no,YouTube Audio Library,2026-08-26T07:44:26.384787
44f61f75-a74a-42df-8059-79890d7fff96,YouTube Library Track 2,YouTube Creator Artist 3,2024,no,YouTube Audio Library,2026-08-26T07:44:26.384914
053341d4-c64b-4612-aec8-bc71efda923d,YouTube Library Track 5,YouTube Creator Artist 6,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385019
f20c9312-5cc4-4aa2-94ad-7dc5a2f23ce4,YouTube Library Track 1,YouTube Creator Artist 2,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385119
e4d65879-68bf-4a1c-a36d-41bb31403093,YouTube Library Track 4,YouTube Creator Artist 5,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385247
922bff64-3fef-4edb-b04c-32422eb78647,YouTube Library Track 7,YouTube Creator Artist 8,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385359
5850dfaf-4750-44cf-b8d2-78e70ca0a13e,YouTube Library Track 8,YouTube Creator Artist 9,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385466
23c06537-d6fc-4bc6-b3d1-1eab5182fd46,YouTube Library Track 6,YouTube Creator Artist 7,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385571
0e379441-9e88-4e23-80d7-5c21cfae18e5,YouTube Library Track 10,YouTube Creator Artist 11,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385695
4140199a-a760-483d-a6f7-7fd18eb9b724,YouTube Library Track 9,YouTube Creator Artist 10,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385804
319d5291-b99d-42d6-a63b-876de2fc24ca,YouTube Library Track 11,YouTube Creator Artist 12,2024,no,YouTube Audio Library,2026-08-26T07:44:26.385926
338bd568-6ef1-401a-91bf-e552426048b7,YouTube Library Track 16,YouTube Creator Artist 17,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386026
25b9d7d4-9e84-47e5-ada5-f81d90d4d5ca,YouTube Library Track 12,YouTube Creator Artist 13,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386139
0ebd11b6-5635-47a9-ad08-231f29a10a9e,YouTube Library Track 13,YouTube Creator Artist 14,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386282
9d8f988b-0833-4138-8155-b364718ee85d,YouTube Library Track 18,YouTube Creator Artist 19,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386391
7cecd4f9-1536-479c-bcb9-d38eb6ce08a9,YouTube Library Track 17,YouTube Creator Artist 18,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386494
77fbc032-bf77-4b9a-b882-478c4dd12f90,YouTube Library Track 14,YouTube Creator Artist 15,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386598
fdfa9a41-4c73-4b0e-afe1-4958382ccf46,YouTube Library Track 19,YouTube Creator Artist 20,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386697
b16934c1-d94d-40f7-8e03-ad94c55e7dab,YouTube Library Track 20,YouTube Creator Artist 1,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386808
7e33eb62-839c-4ac7-845e-c55c4949477d,YouTube Library Track 15,YouTube Creator Artist 16,2024,no,YouTube Audio Library,2026-08-26T07:44:26.386933
b9037391-3975-45af-b4c2-2b5d9b56a770,YouTube Library Track 21,YouTube Creator Artist 2,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387031
fd446336-7266-4504-81e5-da8e2f8dfc7e,YouTube Library Track 22,YouTube Creator Artist 3,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387127
59c280a2-a186-4275-9960-229d59d2a7fa,YouTube Library Track 23,YouTube Creator Artist 4,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387250
4b2d5c81-3a28-48fa-93c6-9f2c3edb37ac,YouTube Library Track 24,YouTube Creator Artist 5,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387347
1055f963-ee14-4cfb-bfc1-3545b6da0226,YouTube Library Track 30,YouTube Creator Artist 11,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387437
e1cdd346-2e32-4de1-b451-e9be2c648a17,YouTube Library Track 28,YouTube Creator Artist 9,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387524
856d49c7-cc74-435e-b2e4-953d56b916df,YouTube Library Track 26,YouTube Creator Artist 7,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387610
d5bb343b-b53c-4fc6-812a-1127bdabcfeb,YouTube Library Track 29,YouTube Creator Artist 10,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387695
6324d53c-736d-4bcc-85b5-011cf1f15453,YouTube Library Track 27,YouTube Creator Artist 8,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387790
b9a92b14-da77-46c1-9eb7-531f031718ce,YouTube Library Track 25,YouTube Creator Artist 6,2024,no,YouTube Audio Library,2026-08-26T07:44:26.387912
2492ab73-121a-4fc5-8963-17de1db620c5,YouTube Library Track 31,YouTube Creator Artist 12,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388013
86b39d3b-8a41-41be-82eb-04f28a80ec33,YouTube Library Track 32,YouTube Creator Artist 13,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388112
b1dc34ca-de2b-4382-a9a9-d6ad98fd2a77,YouTube Library Track 33,YouTube Creator Artist 14,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388246
5366f9d2-3877-4acc-86a6-86615867378f,YouTube Library Track 34,YouTube Creator Artist 15,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388361
21858ca5-2e46-4ccd-8167-53db0ecef5b0,YouTube Library Track 37,YouTube Creator Artist 18,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388470
6a72af25-55aa-41f1-a91e-6ecc234c4b4e,YouTube Library Track 35,YouTube Creator Artist 16,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388581
d2be676d-8a6b-499a-b85f-943009a57929,YouTube Library Track 36,YouTube Creator Artist 17,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388690
65b3db15-0032-418a-9c37-24f93592de9b,YouTube Library Track 39,YouTube Creator Artist 20,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388810
0ded3ffe-d493-4b6e-ba24-75ec018a1adb,YouTube Library Track 38,YouTube Creator Artist 19,2024,no,YouTube Audio Library,2026-08-26T07:44:26.388930
a7347132-c356-4aa4-b196-b04f2f0fb881,YouTube Library Track 40,YouTube Creator Artist 1,2024,no,YouTube Audio Library,2026-08-26T07:44:26.389036
9feba1b5-7b85-4a86-a833-b35399490548,YouTube Library Track 43,YouTube Creator Artist 4,2024,no,YouTube Audio Library,2026-08-26T07:44:26.389129
cc3705e5-b8c6-4c39-af1e-cf9fd8354fa3,YouTube Library Track 41,YouTube Creator Artist 2,2024,no,YouTube Audio Library,2026-08-26T07:44:26.390722
8f9bcca3-ec63-4948-83e4-c4a5da3e6f56,YouTube Library Track 44,YouTube Creator Artist 5,2024,no,YouTube Audio Library,2026-08-26T07:44:26.390882
9474473c-9d2f-4d89-b614-752029ad9297,YouTube Library Track 42,YouTube Creator Artist 3,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391005
10f64523-a499-4545-9b58-f16e273c9515,YouTube Library Track 48,YouTube Creator Artist 9,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391129
a24676d1-1430-4ff1-95b2-855cb1545e8e,YouTube Library Track 46,YouTube Creator Artist 7,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391282
ed727f48-5ff1-4161-b65a-b3010ded7a39,YouTube Library Track 47,YouTube Creator Artist 8,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391400
66db45d0-d682-4a63-800e-4dcc431d5054,YouTube Library Track 45,YouTube Creator Artist 6,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391498
9a986793-5e16-4487-b063-971fd5818610,YouTube Library Track 49,YouTube Creator Artist 10,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391592
14cd6d52-533f-4ec2-99b5-8e16730af230,YouTube Library Track 50,YouTube Creator Artist 11,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391691
717f7721-ddca-48fa-a8d3-30775b52cfe5,YouTube Library Track 55,YouTube Creator Artist 16,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391784
5ae3e627-eb30-4ec6-98a1-1f8828c09772,YouTube Library Track 56,YouTube Creator Artist 17,2024,no,YouTube Audio Library,2026-08-26T07:44:26.391906
38ce49f8-2e1d-44d3-a546-f37787c28226,YouTube Library Track 59,YouTube Creator Artist 20,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392014
66415a84-cd78-4edf-943e-e8493a6a5f8b,YouTube Library Track 60,YouTube Creator Artist 1,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392122
5844ea5d-88a6-4cdc-9ba6-b8282dbfe99f,YouTube Library Track 57,YouTube Creator Artist 18,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392247
ff7080fb-4c8b-4386-a2b5-1f4dc1f267fe,YouTube Library Track 58,YouTube Creator Artist 19,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392367
0b7531e8-e037-4d26-9569-96142aafe0f5,YouTube Library Track 51,YouTube Creator Artist 12,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392475
2e6ec280-2931-4563-8c04-e4e2dcb69c4d,YouTube Library Track 66,YouTube Creator Artist 7,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392581
7615def7-db8a-40a4-833e-4508c63aeaeb,YouTube Library Track 65,YouTube Creator Artist 6,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392691
f6e3d488-e5fb-4918-a600-740f5c395af5,YouTube Library Track 52,YouTube Creator Artist 13,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392796
bf667e20-a36c-4a0a-8668-271e09c444ee,YouTube Library Track 53,YouTube Creator Artist 14,2024,no,YouTube Audio Library,2026-08-26T07:44:26.392927
c8eed652-afb4-47f6-af6b-b8c4aeb59f0a,YouTube Library Track 67,YouTube Creator Artist 8,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393037
ea607ae0-18ad-4373-9260-dd8e65ab36b5,YouTube Library Track 62,YouTube Creator Artist 3,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393144
9cf5643c-b967-49ce-b17e-6d9fdda306c1,YouTube Library Track 61,YouTube Creator Artist 2,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393310
fa7bfbab-a3b6-4809-ad1a-ed67de9ce809,YouTube Library Track 54,YouTube Creator Artist 15,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393431
797509e4-ac01-4881-a593-b1371a57734f,YouTube Library Track 63,YouTube Creator Artist 4,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393554
09a37e3a-5f67-4905-9a28-62506bcd6703,YouTube Library Track 68,YouTube Creator Artist 9,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393663
c5b6797f-434e-4b6d-8ca8-8026518e4237,YouTube Library Track 69,YouTube Creator Artist 10,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393762
7fa87473-be95-495b-aa6b-7ca2c80b9289,YouTube Library Track 71,YouTube Creator Artist 12,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393875
5985fa80-9889-4b35-8d72-a4dd0e6c26ef,YouTube Library Track 72,YouTube Creator Artist 13,2024,no,YouTube Audio Library,2026-08-26T07:44:26.393969
4e4199f1-950c-4301-94db-bc4464c41ccb,YouTube Library Track 70,YouTube Creator Artist 11,2024,no,YouTube Audio Library,2026-08-26T07:44:26.394061
7607f34f-190a-4570-9b5b-a07bcffbf674,YouTube Library Track 73,YouTube Creator Artist 14,2024,no,YouTube Audio Library,2026-08-26T07:44:26.394236
cf8a3d22-bcd2-4b30-a029-5f2583e8d2c5,YouTube Library Track 74,YouTube Creator Artist 15,2024,no,YouTube Audio Library,2026-08-26T07:44:26.394364
1ec923ed-6de5-414b-9f89-e2775871892c,YouTube Library Track 75,YouTube Creator Artist 16,2024,no,YouTube Audio Library,2026-08-26T07:44:26.394477
49b2f6a6-1a24-4d77-a4b5-11ee9c50c216,YouTube Library Track 64,YouTube Creator Artist 5,2024,no,YouTube Audio Library,2026-08-26T07:44:26.394583
ce4a4feb-2e35-4c1f-b34b-a14c3f556696,YouTube Library Track 76,YouTube Creator Artist 17,2024,no,YouTube Audio Library,2026-08-26T07:44:26.394690
3af2301e-32ef-4990-b40f-769827847214,YouTube Library Track 80,YouTube Creator Artist 1,2024,no,YouTube Audio Library,2026-08-26T07:44:26.394802
bc6a031a-78da-4622-a8f0-f5919fbee50b,YouTube Library Track 77,YouTube Creator Artist 18,2024,no,YouTube Audio Library,2026-08-26T07:44:26.394928
f39dce13-576a-499d-80bd-cfcd9a877b86,YouTube Library Track 85,YouTube Creator Artist 6,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395036
08949561-fc3e-441f-bfc9-5260be7e536b,YouTube Library Track 78,YouTube Creator Artist 19,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395152
ccd0210c-ccb4-4d53-815a-50502582eeec,YouTube Library Track 86,YouTube Creator Artist 7,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395288
4aa25a07-b39d-4a71-bcf6-b2cbbe2b018d,YouTube Library Track 79,YouTube Creator Artist 20,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395398
1fbc00a6-2635-4e97-b722-637d9a2de136,YouTube Library Track 81,YouTube Creator Artist 2,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395499
27534c29-aac3-41e2-9963-687eafd2edd0,YouTube Library Track 82,YouTube Creator Artist 3,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395605
807b91f6-bb14-4936-bca6-2dc87a4cb098,YouTube Library Track 87,YouTube Creator Artist 8,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395712
a24d2900-fba6-4a15-8dbd-34133b7c08b2,YouTube Library Track 88,YouTube Creator Artist 9,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395816
2c32c646-9400-4230-bfa4-669bdca242ce,YouTube Library Track 90,YouTube Creator Artist 11,2024,no,YouTube Audio Library,2026-08-26T07:44:26.395943
7b168707-4803-46b3-8ebd-696b8210fcd9,YouTube Library Track 92,YouTube Creator Artist 13,2024,no,YouTube Audio Library,2026-08-26T07:44:26.396053
59094a11-4815-4786-b072-32d9554411bc,YouTube Library Track 89,YouTube Creator Artist 10,2024,no,YouTube Audio Library,2026-08-26T07:44:26.396197
