recording_id,composition_id,title,artist,album,release_year,duration,source_dataset,source_track_id,audio_path,metadata_verified
b7113c4a-8feb-4a6f-a1e1-0de81ff03411,17295740-e24e-458e-967a-43f59945dd77,Lo-Fi Beats Vol.27,DJ Shadow,YouTube Creator Music Store,2024,137.5,Creator Music,CM_1027,simulated/CM_1027.mp3,True
ae98248a-15f9-4711-a2d6-2f08cd7b711a,65ad8ec6-04da-4966-b35a-6df13526c602,Acoustic Journey Vol.28,BeatMaker Pro,YouTube Creator Music Store,2024,132.7,Creator Music,CM_1028,simulated/CM_1028.mp3,True
9add4204-14ae-4514-84e5-5bc71cfb8a6e,5c526509-8920-4aef-bc3e-4960405654ed,Acoustic Journey Vol.29,Acoustic Duo,YouTube Creator Music Store,2024,158.6,Creator Music,CM_1029,simulated/CM_1029.mp3,True
a3a62cfd-1f07-4021-95b3-599f753a17a7,31a1efae-9072-4d63-a162-9030dacc5f0f,Acoustic Journey Vol.30,The Synthetics,YouTube Creator Music Store,2024,272.8,Creator Music,CM_1030,simulated/CM_1030.mp3,True
488aaeda-83aa-435c-899b-941341e28bd6,ac750b69-3a0a-4a00-bc40-b3d7c65df95a,Summer Vibe Vol.31,The Synthetics,YouTube Creator Music Store,2024,245.6,Creator Music,CM_1031,simulated/CM_1031.mp3,True
bcdea05a-0764-435f-b972-e989af01fe99,595afcaa-9d38-4e10-976b-93213f661c4d,Golden Hour Vol.32,BeatMaker Pro,YouTube Creator Music Store,2024,239.3,Creator Music,CM_1032,simulated/CM_1032.mp3,True
58219510-ba9b-41c1-9ae8-7485822acd5e,1357076e-0e7d-49ff-aebe-1e4dedc4210c,Acoustic Journey Vol.33,BeatMaker Pro,YouTube Creator Music Store,2024,218.3,Creator Music,CM_1033,simulated/CM_1033.mp3,True
00ec4a18-c028-43bd-835b-b28068a8cbff,68666d67-f4c7-4f49-b0a7-1a9b4008765e,Cyberpunk Dreams Vol.34,BeatMaker Pro,YouTube Creator Music Store,2024,154.7,Creator Music,CM_1034,simulated/CM_1034.mp3,True
b063aaa4-219b-4264-b925-f07c7048460e,207bc02a-42ee-4a0e-a655-00f1d1d08e28,Summer Vibe Vol.35,The Synthetics,YouTube Creator Music Store,2024,287.0,Creator Music,CM_1035,simulated/CM_1035.mp3,True
a7536c08-4de3-45f8-bdd4-2cae877f75cd,e9895438-92c7-4a64-b9fe-81395de592fd,Summer Vibe Vol.36,DJ Shadow,YouTube Creator Music Store,2024,273.2,Creator Music,CM_1036,simulated/CM_1036.mp3,True
b7fe0fe7-f431-4bed-885c-169015851a9a,fbe76909-b9e8-4ec7-b5c6-03aba203678e,Neon Lights Vol.37,Luna Vance,YouTube Creator Music Store,2024,273.8,Creator Music,CM_1037,simulated/CM_1037.mp3,True
30e91a33-1adb-4e55-af53-28356f8bb517,4bcb27f2-9189-4f37-82ec-5d94183dc7ac,Golden Hour Vol.38,Acoustic Duo,YouTube Creator Music Store,2024,196.2,Creator Music,CM_1038,simulated/CM_1038.mp3,True
b7ced8c0-798f-4b52-aff8-16d7986e335b,9493ffcd-d827-4922-94e1-c8bc33d6ed07,Golden Hour Vol.39,Acoustic Duo,YouTube Creator Music Store,2024,225.6,Creator Music,CM_1039,simulated/CM_1039.mp3,True
4ef6ad03-811b-4f79-9fba-2f21d959a87d,c091ef0e-bc5b-4864-ae56-c5c81bbe285b,Midnight City Vol.40,The Synthetics,YouTube Creator Music Store,2024,174.1,Creator Music,CM_1040,simulated/CM_1040.mp3,True
5956e6c0-062f-4a2e-9cf1-f8009e541661,0c992d12-ba00-4a5c-b547-5d2b2125f6a6,Acoustic Journey Vol.41,The Synthetics,YouTube Creator Music Store,2024,188.6,Creator Music,CM_1041,simulated/CM_1041.mp3,True
4790cbc1-39e5-4595-9d4b-4908922963c9,cea4781c-6b7e-42c8-baa6-04d75d09c45b,Midnight City Vol.42,BeatMaker Pro,YouTube Creator Music Store,2024,194.8,Creator Music,CM_1042,simulated/CM_1042.mp3,True
47817624-6330-4f42-b796-4e0071f04ac2,96ec160e-911e-453e-8b15-ba2aa4ff3bed,Summer Vibe Vol.43,Acoustic Duo,YouTube Creator Music Store,2024,234.3,Creator Music,CM_1043,simulated/CM_1043.mp3,True
a1567084-5a79-425d-a4c3-031be0364118,da463a62-1636-46a1-807b-234e38411b54,Lo-Fi Beats Vol.44,BeatMaker Pro,YouTube Creator Music Store,2024,245.5,Creator Music,CM_1044,simulated/CM_1044.mp3,True
c36a1241-e922-4750-82c1-9ce2698eeb5d,0e8b82ab-40a0-4eb1-8233-64f6e4aa58da,Golden Hour Vol.45,The Synthetics,YouTube Creator Music Store,2024,283.1,Creator Music,CM_1045,simulated/CM_1045.mp3,True
92d69ed7-900a-433c-9d28-2cee391cacaa,7baf02ba-52f7-4982-aa9c-3812038c60b7,Summer Vibe Vol.46,DJ Shadow,YouTube Creator Music Store,2024,215.7,Creator Music,CM_1046,simulated/CM_1046.mp3,True
e12bb6d2-34d4-4487-bf77-6ba7ae98c9a3,d2de25e9-79ff-42c4-b9a9-5df66fc910d4,Neon Lights Vol.47,Luna Vance,YouTube Creator Music Store,2024,210.2,Creator Music,CM_1047,simulated/CM_1047.mp3,True
d47cb396-bc41-4f92-8d88-4e2b15157b88,87c12281-4f49-4845-941b-5ba2b0bffd14,Lo-Fi Beats Vol.48,DJ Shadow,YouTube Creator Music Store,2024,209.4,Creator Music,CM_1048,simulated/CM_1048.mp3,True
8ef190bc-b732-4876-bd7f-8c11617b2fd0,7865c318-add6-45ed-8d96-50a60ceb640b,Golden Hour Vol.49,The Synthetics,YouTube Creator Music Store,2024,145.5,Creator Music,CM_1049,simulated/CM_1049.mp3,True
dd91c601-060f-4a90-8380-7bfaa031e00d,7edcc64a-b8b8-45e8-bb69-8d07abfff73b,Summer Vibe Vol.50,DJ Shadow,YouTube Creator Music Store,2024,191.3,Creator Music,CM_1050,simulated/CM_1050.mp3,True
7d4cbfec-9e57-424e-a392-812fd5c3c226,08a1e451-a1d5-44a7-9751-cdfd850fabb2,Acoustic Journey Vol.51,The Synthetics,YouTube Creator Music Store,2024,241.9,Creator Music,CM_1051,simulated/CM_1051.mp3,True
011dcb6d-4ba8-4322-9a84-78e60db906e6,2015770d-0f68-4f22-b572-ffe465ed5f65,Golden Hour Vol.52,DJ Shadow,YouTube Creator Music Store,2024,193.8,Creator Music,CM_1052,simulated/CM_1052.mp3,True
e944be04-2ecf-49ac-9732-f766f8600c13,d54b071a-5de2-45e4-baac-faaeced3a91d,Golden Hour Vol.53,BeatMaker Pro,YouTube Creator Music Store,2024,161.2,Creator Music,CM_1053,simulated/CM_1053.mp3,True
d35c2f05-7e3d-4099-a8ba-1d58bfdd3eed,96e8d752-26f9-4468-9d4b-80fd9a8b7ff7,Golden Hour Vol.54,Luna Vance,YouTube Creator Music Store,2024,221.5,Creator Music,CM_1054,simulated/CM_1054.mp3,True
2d215c9c-3b48-424a-901b-7ac91ce867ca,0b680efe-4cb9-4404-bf74-adb25e66a840,Acoustic Journey Vol.55,Luna Vance,YouTube Creator Music Store,2024,241.0,Creator Music,CM_1055,simulated/CM_1055.mp3,True
c43ceee6-b269-41d3-b67b-59a774fce948,c6e5250b-da5c-4ad2-a41b-3bfe983ddf06,Cyberpunk Dreams Vol.56,Acoustic Duo,YouTube Creator Music Store,2024,258.4,Creator Music,CM_1056,simulated/CM_1056.mp3,True
ff89baf8-ddbb-4eef-8358-bd5e44e96762,400ab690-5056-41ec-b610-be1233187a48,Acoustic Journey Vol.57,Luna Vance,YouTube Creator Music Store,2024,205.5,Creator Music,CM_1057,simulated/CM_1057.mp3,True
115e4282-8892-4faf-b8d0-6ee34efdde86,d7d63639-56e6-4846-833b-22b599b4848a,Golden Hour Vol.58,The Synthetics,YouTube Creator Music Store,2024,240.5,Creator Music,CM_1058,simulated/CM_1058.mp3,True
acf8daef-1446-44e1-803a-949f099b5d9f,1ea4d9dc-fbee-485e-ba2d-f8a4e0f2502c,Lo-Fi Beats Vol.59,DJ Shadow,YouTube Creator Music Store,2024,128.1,Creator Music,CM_1059,simulated/CM_1059.mp3,True
94280049-7733-4850-84b0-4d1fdf2ae062,84df424d-1a18-4c40-95e0-ea35b4a1c691,Golden Hour Vol.60,BeatMaker Pro,YouTube Creator Music Store,2024,289.7,Creator Music,CM_1060,simulated/CM_1060.mp3,True
517d421d-c03f-4d39-98eb-a50b7f8b5cda,7b468a1d-9ade-498d-89c3-d2021d5efd1f,Neon Lights Vol.61,BeatMaker Pro,YouTube Creator Music Store,2024,234.7,Creator Music,CM_1061,simulated/CM_1061.mp3,True
7f43f0fa-6f2e-450b-89b2-a1663ebc4e47,88ca05c4-5d5c-4934-aa7f-2b505f113f88,Midnight City Vol.62,The Synthetics,YouTube Creator Music Store,2024,197.0,Creator Music,CM_1062,simulated/CM_1062.mp3,True
5f2d28ef-44b3-4b4e-94ed-dc40c436e951,1a76dd7f-ae90-4ab7-910e-c443dabbf64b,Midnight City Vol.63,The Synthetics,YouTube Creator Music Store,2024,133.9,Creator Music,CM_1063,simulated/CM_1063.mp3,True
a1ceb0e4-7611-4ba6-ad47-2574b1f6ffe0,cdd3d2cd-bfaa-44be-8e0e-f0314ffb1b56,Acoustic Journey Vol.64,Acoustic Duo,YouTube Creator Music Store,2024,123.5,Creator Music,CM_1064,simulated/CM_1064.mp3,True
a33594c5-27a5-4c1a-ac1c-8120a31aaa1e,5a391c2e-f292-4e9d-9ff3-b7b0137a6ee4,Lo-Fi Beats Vol.65,The Synthetics,YouTube Creator Music Store,2024,280.7,Creator Music,CM_1065,simulated/CM_1065.mp3,True
62693a43-30fb-49ca-9952-6bb60f39361f,016ffa6f-0e5c-45f6-9a6c-0825679536ad,Lo-Fi Beats Vol.66,The Synthetics,YouTube Creator Music Store,2024,299.0,Creator Music,CM_1066,simulated/CM_1066.mp3,True
686cd78e-f978-4d2f-a171-350b840d9585,fa143d55-dca8-47d2-8671-86e9a9f1db25,Lo-Fi Beats Vol.67,DJ Shadow,YouTube Creator Music Store,2024,139.8,Creator Music,CM_1067,simulated/CM_1067.mp3,True
5b293e73-e87b-41b8-b251-106f5d15183e,585d2d3d-fa9d-4d3f-8f78-80d9a5283f2f,Neon Lights Vol.68,Luna Vance,YouTube Creator Music Store,2024,216.8,Creator Music,CM_1068,simulated/CM_1068.mp3,True
9308eb91-c424-4abd-b882-94d59313c4df,b755df71-6d74-494d-94b2-a035db970fce,Lo-Fi Beats Vol.69,Acoustic Duo,YouTube Creator Music Store,2024,146.4,Creator Music,CM_1069,simulated/CM_1069.mp3,True
53668df4-03db-4e2b-83b2-231b24763d1b,4fc9f11b-f86e-434d-9763-00fb0274ae65,Summer Vibe Vol.70,Luna Vance,YouTube Creator Music Store,2024,137.8,Creator Music,CM_1070,simulated/CM_1070.mp3,True
91e37a46-59fe-49bc-bed0-675197cf3801,2edb0781-0b37-43e5-a916-c68f8aad6807,Summer Vibe Vol.71,BeatMaker Pro,YouTube Creator Music Store,2024,198.6,Creator Music,CM_1071,simulated/CM_1071.mp3,True
5ab6618a-2075-403e-9b3d-ad97ed6f0a4f,8a332a2f-51f1-4591-a888-8c2ab825396c,Golden Hour Vol.72,BeatMaker Pro,YouTube Creator Music Store,2024,125.0,Creator Music,CM_1072,simulated/CM_1072.mp3,True
e2e1f5ce-e04a-471b-8d09-55d6c1d59e2e,6398ee40-9706-4a0b-97d9-9f50b11e1c84,Cyberpunk Dreams Vol.73,Luna Vance,YouTube Creator Music Store,2024,120.8,Creator Music,CM_1073,simulated/CM_1073.mp3,True
1b920bfc-c922-4c6e-af0c-53b879e026ff,694843b0-a2c3-4ef3-b4b7-f34bdb0320e2,Midnight City Vol.74,The Synthetics,YouTube Creator Music Store,2024,262.5,Creator Music,CM_1074,simulated/CM_1074.mp3,True
4ff35f0b-8e3e-4215-8698-f2ede6e587cb,e0a33237-bca7-45ee-9895-596e045a65e6,Acoustic Journey Vol.75,DJ Shadow,YouTube Creator Music Store,2024,172.0,Creator Music,CM_1075,simulated/CM_1075.mp3,True
0372165e-9801-4862-a1a4-927e27c563c8,acfdddd2-6f37-4181-a03e-7a4d8f1f18fb,Midnight City Vol.76,Luna Vance,YouTube Creator Music Store,2024,242.7,Creator Music,CM_1076,simulated/CM_1076.mp3,True
e64a8a89-c628-4164-85ca-74c4f927cd60,a9557a5a-176a-4b49-98e4-4d6237d20abc,Acoustic Journey Vol.77,The Synthetics,YouTube Creator Music Store,2024,155.7,Creator Music,CM_1077,simulated/CM_1077.mp3,True
492e4502-bd2e-4e78-a048-1cebd029ce99,193b7bc7-09be-40c5-a34f-5f7f058cba51,Summer Vibe Vol.78,Acoustic Duo,YouTube Creator Music Store,2024,150.9,Creator Music,CM_1078,simulated/CM_1078.mp3,True
fb219e1d-169d-4026-9794-d5deabde09bb,55f87f8c-3204-468e-a8fc-8e297c053760,Cyberpunk Dreams Vol.79,Luna Vance,YouTube Creator Music Store,2024,224.8,Creator Music,CM_1079,simulated/CM_1079.mp3,True
c006ea9a-2fa7-4e65-b539-d3db86a1e4e1,e0778b91-e84d-4196-acb4-c8fdee657fc3,Golden Hour Vol.80,Luna Vance,YouTube Creator Music Store,2024,272.3,Creator Music,CM_1080,simulated/CM_1080.mp3,True
d648095f-0eb4-4dff-b6ea-040e56ed5937,3172cdaf-04e4-4a4c-be70-9c88cec4a1b1,Neon Lights Vol.81,DJ Shadow,YouTube Creator Music Store,2024,282.4,Creator Music,CM_1081,simulated/CM_1081.mp3,True
b1b6f205-285e-4221-93b8-cb8dbf6c909e,d023019a-a905-45b2-875a-02dcc794767b,Lo-Fi Beats Vol.82,DJ Shadow,YouTube Creator Music Store,2024,242.5,Creator Music,CM_1082,simulated/CM_1082.mp3,True
96dd898b-62d3-474e-821a-337d196d76d3,e51c7d0f-350c-4665-ae24-72fbf4cb2104,Lo-Fi Beats Vol.83,The Synthetics,YouTube Creator Music Store,2024,229.2,Creator Music,CM_1083,simulated/CM_1083.mp3,True
1e62cbcd-6421-4b6f-90a0-10d3fd193e01,dadfc3cd-0d70-46e1-98fa-dde780e3efab,Golden Hour Vol.84,BeatMaker Pro,YouTube Creator Music Store,2024,135.2,Creator Music,CM_1084,simulated/CM_1084.mp3,True
a069dedd-92ca-42c4-b236-9a76b978a7bc,541110b0-d114-40b6-aad1-5ad0fb7d6cc6,Acoustic Journey Vol.85,The Synthetics,YouTube Creator Music Store,2024,146.2,Creator Music,CM_1085,simulated/CM_1085.mp3,True
15cf19b5-5393-4095-bad5-ebef53acc3a3,9c42c01d-2297-4e6a-90e0-30075ca78cd2,Cyberpunk Dreams Vol.86,The Synthetics,YouTube Creator Music Store,2024,237.0,Creator Music,CM_1086,simulated/CM_1086.mp3,True
011d6f04-d91c-4e27-a679-cedd2d87dc09,496717d0-bb5f-4727-9e04-2bdc9771f970,Golden Hour Vol.87,Luna Vance,YouTube Creator Music Store,2024,188.0,Creator Music,CM_1087,simulated/CM_1087.mp3,True
b1545895-0778-4df3-a06a-3a106d313f36,603ebce4-80da-403b-8ced-fd94eb89d606,Golden Hour Vol.88,DJ Shadow,YouTube Creator Music Store,2024,272.8,Creator Music,CM_1088,simulated/CM_1088.mp3,True
b2a3c088-ec69-487b-b261-aeb51ab993d6,fcfdcb97-76b6-4952-9d27-537ef2c281e6,Midnight City Vol.89,BeatMaker Pro,YouTube Creator Music Store,2024,273.2,Creator Music,CM_1089,simulated/CM_1089.mp3,True
1c740931-3163-4383-b166-96b685f517d4,7a004aba-b0d9-4c74-9353-82afafba2750,Summer Vibe Vol.90,Acoustic Duo,YouTube Creator Music Store,2024,188.1,Creator Music,CM_1090,simulated/CM_1090.mp3,True
15a74e35-4dfd-4439-9406-8ef1dc76df1b,a7754e27-1c90-415f-a4b0-1c957d585109,Cyberpunk Dreams Vol.91,BeatMaker Pro,YouTube Creator Music Store,2024,223.9,Creator Music,CM_1091,simulated/CM_1091.mp3,True
9e59fc29-2cb4-4864-997e-d3cdb883f0d4,a3f42d8f-0924-4b1a-b656-eb820e4b01c7,Midnight City Vol.92,BeatMaker Pro,YouTube Creator Music Store,2024,228.1,Creator Music,CM_1092,simulated/CM_1092.mp3,True
7fc7e970-0dff-434b-a779-0b18facb0650,50ad8b7d-253a-434d-ace5-46e0116d15a6,Cyberpunk Dreams Vol.93,BeatMaker Pro,YouTube Creator Music Store,2024,210.0,Creator Music,CM_1093,simulated/CM_1093.mp3,True
8687f06c-df78-4623-a04a-f5bd4224fdd0,868782ce-602d-4f6d-b0be-0defb3ad6186,Summer Vibe Vol.94,BeatMaker Pro,YouTube Creator Music Store,2024,197.0,Creator Music,CM_1094,simulated/CM_1094.mp3,True
18023b60-2330-4c46-94f4-eac52c542102,c84b26dd-3680-4ea2-b0fc-d87fad4a5e24,Lo-Fi Beats Vol.95,Acoustic Duo,YouTube Creator Music Store,2024,143.3,Creator Music,CM_1095,simulated/CM_1095.mp3,True
240cab40-336f-4790-861c-8668053db547,d7927936-9cf9-4271-9817-a3b90edaac61,Cyberpunk Dreams Vol.96,Acoustic Duo,YouTube Creator Music Store,2024,151.1,Creator Music,CM_1096,simulated/CM_1096.mp3,True
9958cd88-3dae-478c-b188-8c5c5fa81dbc,47c98e3c-55f2-436a-92b9-8e89fe3ef0df,Acoustic Journey Vol.97,Luna Vance,YouTube Creator Music Store,2024,235.3,Creator Music,CM_1097,simulated/CM_1097.mp3,True
89f29a20-4982-4a4f-92bc-1e0d4fac2c5d,28e9f4da-7990-4425-a610-618485b4ff53,Golden Hour Vol.98,DJ Shadow,YouTube Creator Music Store,2024,156.6,Creator Music,CM_1098,simulated/CM_1098.mp3,True
791e7346-be76-4643-8286-6ce9ee563e2a,654a390a-1fe4-41fd-84f8-e6ba8b2dcafe,Acoustic Journey Vol.99,The Synthetics,YouTube Creator Music Store,2024,241.3,Creator Music,CM_1099,simulated/CM_1099.mp3,True
2fdfcd5e-e579-4ead-9ed7-2bb557087b3d,a12448ea-182d-4dc8-8667-85900704ffdb,Lo-Fi Beats Vol.100,BeatMaker Pro,YouTube Creator Music Store,2024,255.7,Creator Music,CM_1100,simulated/CM_1100.mp3,True
1bb9dbd8-d0bc-471f-9228-4c0a862049ad,ec516593-f538-4180-a14d-33f1c442a8ad,Classical PD Work pd_rec_008,Orchestra Performance,Public Domain Music Archive,1920,280.1,Public Domain Archive,pd_rec_008,audio/pd_rec_008.mp3,True
9c7bddd2-2058-4a03-944c-5efe8384a8bc,53dfbf76-c1ad-4d7b-88d8-2b707b76eb9e,Classical PD Work pd_rec_001,Orchestra Performance,Public Domain Music Archive,1920,325.8,Public Domain Archive,pd_rec_001,audio/pd_rec_001.mp3,True
1917bf5e-db5f-4af2-9d0b-509a32ba86dc,3e6cd084-98a2-4ac3-b799-15f397e82284,Classical PD Work pd_rec_002,Orchestra Performance,Public Domain Music Archive,1920,303.0,Public Domain Archive,pd_rec_002,audio/pd_rec_002.mp3,True
4d6db240-f501-4b0e-a58f-b8e50f53caf9,6bd52384-3265-47b5-91cb-aed968b987a8,Classical PD Work pd_rec_004,Orchestra Performance,Public Domain Music Archive,1920,325.8,Public Domain Archive,pd_rec_004,audio/pd_rec_004.mp3,True
eef01ee4-87e6-44dc-b4d0-a6aa97313afe,0f3eaa81-7866-4137-b5e5-10490b16e059,Classical PD Work pd_rec_005,Orchestra Performance,Public Domain Music Archive,1920,426.6,Public Domain Archive,pd_rec_005,audio/pd_rec_005.mp3,True
42afdf45-3445-41d6-a85e-1364f09d5c98,78a2fa35-db12-461f-98ee-02dc9cfdcf6b,Classical PD Work pd_rec_010,Orchestra Performance,Public Domain Music Archive,1920,344.6,Public Domain Archive,pd_rec_010,audio/pd_rec_010.mp3,True
4d97e4d4-c176-43b7-b777-52a24a221842,d108983a-da67-4b7a-947d-7124bb3a0850,Classical PD Work pd_rec_007,Orchestra Performance,Public Domain Music Archive,1920,426.6,Public Domain Archive,pd_rec_007,audio/pd_rec_007.mp3,True
02f5b860-e222-49b7-9110-86542fa798eb,871d4082-c543-49e1-97c4-7df2daf7af1a,Classical PD Work pd_rec_006,Orchestra Performance,Public Domain Music Archive,1920,528.2,Public Domain Archive,pd_rec_006,audio/pd_rec_006.mp3,True
4ceb815e-5fd0-49d4-af10-139f574c6c4f,6c09f7da-0be3-4107-b097-64f22e27eea0,Classical PD Work pd_rec_003,Orchestra Performance,Public Domain Music Archive,1920,551.9,Public Domain Archive,pd_rec_003,audio/pd_rec_003.mp3,True
4d7cded6-d2db-43c7-af2b-a303bc03bcc7,83902ac3-509b-4858-9cb8-434a6d00a674,Classical PD Work pd_rec_009,Orchestra Performance,Public Domain Music Archive,1920,483.4,Public Domain Archive,pd_rec_009,audio/pd_rec_009.mp3,True
f887f14f-35e6-413a-b202-5f6f21aaa1ee,a95d166f-6db5-435f-a849-16a5b1bd3117,Classical PD Work pd_rec_011,Orchestra Performance,Public Domain Music Archive,1920,389.9,Public Domain Archive,pd_rec_011,audio/pd_rec_011.mp3,True
ff5d986f-9efb-45e2-9edf-d6b6136739f5,7382d68c-9f97-4dc5-b844-fe63bd00f8a5,Classical PD Work pd_rec_013,Orchestra Performance,Public Domain Music Archive,1920,373.3,Public Domain Archive,pd_rec_013,audio/pd_rec_013.mp3,True
